content,score
rất tệ shop bán đầu dê đuôi chuột nhà phát_hành tệ hổ trợ mang tính tham_khảo cho người tiêu_dùng chưa vì lợi_ích người dùng đừng để bị lừa mất thời_gian và tiền_bạc vô_ích và mang cục tức many stores were bad without assistants no one help customers and many rules make a lot difficult to buyer im so unpleasure with the giulding or cónsultant do not waste your money and time for this im absolutely angry with this app,1
quảng_cáo nhiều vcl,1
quảng_cáo toxic tắt 3 lần mới được,1
mình rất hay mua lazada nhung mình xóa_app rồi vì quảng_cáo quá nhiều trên you pure tuber,1
đăng_nhập hoài éo được bực vãi,1
cv02 ức_chế,1
đặt_hàng trên lazada nhưng shop lại giao cho bọn ghn vs j t bọn mất_dạy nó muốn giao lúc_nào nó giao,1
sớm ngày dẹp thôi thua xa shopee giao_diện xấu ma chê quỷ hờn,1
đăng_nhập bị lỗi,1
mua hàng quốc_tế thì vận_chuyển chậm xong rồi nhận hàng thì thấy lừa_đảo cho hoàn hàng thì không chấp_nhận làm_ăn như cc đừng làm nữa chỉ lừa_đảo là giỏi,1
lazada quảng_cáo xâm_lấn máy quá nhiều làm ảnh_hưởng tới công_việc của tôi,1
quảng_cáo miết luôn xuất_hiện cảm_thấy phiền_hà,1
trả hàng hoàn tiền quá lâu đơn_vị vận_chuyển kém làm hư_hỏng hàng,1
rất tệ,1
dit me app ncc dang ki lan dau tien trong doi ma cu dich vu dang ban ban ban cai dit con me chung may a dung cai app nung lon,1
app bảo gửi mã để tạo tk nma k gửi mình ấn lại 3 4 lần k thấy mã,1
ứng_dụng rất nhiều nhà bán hàng giả kém chất_lượng khi mình yêu_cầu trả hàng hoàn tiền thậm_chí phản_ánh nhà bán hàng lên tổng_đài cũng không có động_thái gì hỗ_trợ,1
tôi là người dùng mới khi dùng mã giảm_giá 50k bị khóa tài_khoản,1
con cạc,1
ko có voụcher giảm_giá quá tệ,1
app bán toàn hàng đểu hàng kém chất_lượng 1 khi đã mua qua app thì xác_định cho không tiền app sai_lầm khi sd app de mua hàng,1
mở ra_trò_chơi trả thưởng gạo miễn_phí nhưng đến khi trả thưởng thì bịa đủ lý_do để từ_chối trả thưởng thật tồi_tệ hỗ_trợ cũng chả được gì gỡ bỏ ứng_dụng cho nhẹ máy,1
đăng_nhập mà cứ lỗi thì dùng app kiểu j ạ app xàm ghê dẹp là vừa ️,1
lừa à đang không đang lành mất voucher cho người mới nhắn_tin với con botchat nghe tức lắm đit con_mẹ,1
lazada ko cho kiểm hàng bán hàng lừa_đảo,1
cheo đầu dê bán thịt chó,1
1 từ thôi tệ,1
quá phiền_phức,1
hiện spam quá nhiêif,1
lỗi quài,1
app như l cho voucher người mới uy đãi các kiểu tưởng ngon_ăn vào thanh_toán cái lỗi k biết tặng và ưu_đãi cho người mới để làm gì voucher thì như qq phí ship cao_ngất_ngưởng giao_diện đặt_hàng khó hiểu k hiện các voucher cho người dùng chọn mà tự_động tự_động lấy xu để trừ mà k pk hết xu mà chỉ đc trừ đc 1 nửa nói_chung tệ quá tệ,1
yêu_cầu xem_lại cách bán hàng của các nhà bán hàng nhé giống như lừa_đảo vậy mình là chia_tay vĩnh_viễn rồi không gặp lại nhau,1
lũ lừa_đảo,1
đừng nhắn về máy tôi nữa quá phiền_phức cho tôi,1
lam ăn treo đầu dê bán thịt chó ý_kiến lên thì tự_động khóa tài_khoản của tui lam ăn mất_dạy kiêu_vậy đo xug dag rất nhiều cái 1 sao,1
đang đọc truyện mà bị chuyển qua đây hoài luôn,1
cùi,1
thiếu trách_nhiệm,1
c c,1
ko cho free vạn chuyen gi hết,1
có voucher toàn k dùng để mua shop thì bị lừa mất hết voucher quá tệ,1
làm_sao vậy nhỉ app không bình_thường cho lắm không_thể đăng_nhập đc xg bắt làm cái bài kiểm_tra người_máy tao bị cận lòi mắt mà cứ bắt làm đi làm lại đm bảo_mạng lỗi trong khi t ngồi ngay cạnh cục wifi méo tin đc luôn thề app xàm vaiz trong hàng cx đẹp cx rẻ mà cứ báo mạng lỗi kì ghê bực không chịu đc,1
cái này cứ chạy quảng_cáo toàn màn_hình trên điện_thoại hoài phiền quá,1
ko co re,1
nhân_viên hỗ_trợ rất tệ chưa kịp nói mà nhảy vào họng khách_hàng nói rồi đơn hàng thì dell chịu trả tiền mà cứ gọi gọi rất phiền app nên kêu nhân_viên tôn_trọng khách_hàng xíu nhé mất_dạy vãi cuc,1
rất tệ và quảng_cáo rất nhiều tôi đang sử_dụng app khác mà cứ nhảy qua laza,1
thiếu hàng muốn hoàn tiền nhưng ko đc làm_ăn thất_đức,1
app đểu,1
bấy_lâu_nay rất yên_tâm với cách làm vc của các shop trên app mà mấy bữa_nay gặp 1 shop chán thật_sự k đóng_gói k đi đơn cho mình luôn trong khi đã thanh_toán,1
quảng_cáo phiền,1
qcao cc,1
ko có voucher giảm 100,1
quản_cáo cl gì mà tối_ngày quản_cáo,1
nhiều gian_hàng đăng một giá bán một giá kiểu như lừa khách_vậy,1
cut,1
hàng ko giống qc nhiều phiền,1
vô liêm_sỉ,1
tệ,1
mua một chai thuốc trừ cỏ parato giá 75k mà lúc thành tiền lại là 111k,1
mấy cái trang_web quảng_cáo lazada tự ấn vào chuyển sang trang lazada tự ấn mua rồi giao trong khi mình không hề đặt_hàng,1
áp như cái lol tiền ra mua hàng face k nên tải nếu muốn thì sang shoppi mà tải tải hối_hận cả đời,1
nhà bán hàng bán hàng giả kém chất_lượng hoặc cố_tình giao sai sản_phẩm có giá_trị thấp hơn sản_phẩm khách mua vì lý_do không được đồng kiểm nếu bị phát_hiện sẽ được quyền trả hàng hoàn tiền với thủ_tục phức_tạp và mất nhiều thời_gian gây phiền_phức hoặc chán_nản cho những ai có ý_định trả hàng sai hàng kém chất_lượng mọi người nên tải sử_dụng 1 lần để trải nghiệm cảm_giác dùng tiền của mình để tạo ra phiền_phức cho bản_thân,1
không_thể thanh_toán bằng momo bên momo còn đang báo liên_kết bên laz thì lỗi không hiện ví không_hủy liên_kết được,1
quá ít voucher giảm_giá và freeship khả_dụng không như shopee mỗi lần đặt_hàng là tốn cả đống tiền phí vận_chuyển mà không được giảm gì bao_nhiêu trong khi đó tôi mua hàng bên shopee thì họ đã tung ra cả đống mã khả_dụng từ đơn 50k cho khách_hàng rồi mỗi lần mua bên shopee hầu_như đâu mất phí vận_chuyển hoặc được giảm kha_khá,1
mua hàng 2 tuần mà không thấy giao không liên_hệ phản_hồi thì không trả_lời,1
giàng a sính,1
cái kênh chát với lazada không biết làm cách nào để kết_nối được với nhân_viên lazada cứ vô là toàn bot chát tự_động cảm_thấy nản và ức_chế,1
như cái lon,1
lazada tháng 3 quảng_cáo mất_dạy quá,1
giao hành thì quá lâu tin nhắn quảng_cáo quá nhiều gợi_ý sản_phẩm cực_kỳ trùng_lặp_hàng đã mua bye,1
lazada không thành_thật tiếp_tay con_buôn làm_khách mất tiền hàng lõi không trả được xin_lỗi trả mã giảm_giá dùng không hợp_lệ ui thay_đổi quá mất tiền không mua nữa,1
giao hàng càng ngày_càng lâu,1
đặc cái này giao cái kia,1
như looll không có nhiều mã giảm_giá như xưa,1
loop nhìn lên k k kjmr,1
truy_cập vào tk lazada yc xác_minh qua sđt nhưng k thấy gọi lần nào thất_vọng về lazada quá,1
nhân_viên chăm_sóc khách_hàng thái_độ rất tệ người giao hàng giao vào giữa trưa 12h30 nên mình không nhận được hàng nhân_viên chăm_sóc khách_hàng lại gọi điện trách mình khi mình hẹn giờ giao lại thì nhân_viên nói chỉ giao giờ hành_chính nhưng rõ_ràng lần đầu giao hàng là vào 12h30 vậy thì đó cũng là giờ hành_chính hay sao người giao hàng thái_độ cũng cực_kỳ tệ có phần thách_thức khách_hàng mình sẽ không bao_giờ dùng lazada nữa,1
quảng_cáo toàn lazada với shop bi ko nên đừng quảng_cáo nx,1
app không đáng sử_dụng có_thể sử_dụng 1 thời_gian dài không có vấn_đề gì nhưng khi xuất_hiện 1 lỗi không nhỏ khiến khách_hàng trải nghiệm không tốt sẽ ảnh_hưởng đến toàn_bộ trải nghiệm quá_trình mua hàng từ trước đến nay điều này chứng_tỏ app không còn tốt như trước nữa ngày_càng xấu đi không còn là lựa_chọn của khách_hàng khi sử_dụng sản_phẩm,1
như cc,1
quá tồi,1
lazada nuốt mã giảm_giá của khách_hàng mình lần đầu_tiên đặt_hàng trên app lazda nên dùng voucher người mới giảm 30k nhưng lại bị lazada_hủy_đơn yêu_cầu lazada hoàn lại mã giảm_giá cho người dùng,1
cho kiểm hàng đi nhé lazada típ tay toàn kẻ_gian,1
mua hàng toàn chúng hàng kem chất_lượng,1
quoảng cáo như cái,1
con cặ c tao chơi game cứ quảng_cáo tao ko thèm mua chỗ mày bán đồ như tả què,1
đơn hàng đặt của vinamilk bị hủy với lý_do địa_chỉ nhận hàng sai trong khi đó tôi đặt_hàng trước đến bây_giờ đều là địa_chỉ đó một trải nghiệm quá tệ,1
sao vô ko đc,1
rác,1
má quảng_cáo hoài má con c,1
tôi đặt shopee 2 3 ngày đã đến giao hàng bên áp này quá tồi_tệ tôi đặt shopee chậm 2 ngày hàng lại về trước mà đơn hàng bên này chưa thấy động_tĩnh gì quá tệ,1
hủy_đơn mà không hoàn tiền lại cho khách tuy xài lazada đã lâu nhưng hôm_nay thật_sự thất_vọng về dịch_vụ bên mình cam_kết không tiếp_tục sử_dụng lazada nữa,1
vận_chuyển lâu chậm lag nữa hỗ_trợ như_không,1
quảng_cáo bất đến mức gây ức_chế người dùng ae vote 1s đê,1
ấn nhận xu với mã giảm_giá k đc,1
quảng_cáo con cakkkkk,1
súc_vật,1
hôm_nay tự_nhiên vào thì bắt xác_nhận qua email xác_nhận xong không vào được suốt ngày lỗi,1
ko có hay đâu nha,1
khó sử_dụng app mã giảm_giá không được,1
app lòn đặt được 6 7 đơn xong khóa mõm tao,1
chỉ có 1 lần đi du_lịch k nhận được 2 món hàng thôi từ đó k cho cod thanh_toán khi nhận hàng nữa ok thì mình biết mình có lỗi và 6 7 đơn tiếp_theo mình đã thanh_toán trước bằng momo và nhận đầy_đủ và hôm_nay định mua 1 món hàng nhưng stk k đủ tiền thì laz vẫn k cho cod mình là sinh_viên đâu phải lúc_nào cũng sẵn tiền được k sao k cho cod thì mình qua shopee thất_vọng,1
nhiều quảng_cáo nên gét,1
cứ bị lỗi cv02 kh đặt được,1
chưa thấy app mua hàng nào phế như app này k nên tải,1
app làm_ăn như cái quần què,1
mẹ nó chơi gần win cái nổi qc cái hết thời_gian bắm giúpx cái nó chuyển vào gg thoát ra vào geam bắt chs lại từ đầu app lllllll,1
app nhulon shop toàn lừa_đảo,1
quảng_cáo quá nhiều phiền,1
lazada ko cho kiểm_tra hàng trước khi nhận vậy lazada tạo điều_kiện cho bọn lừa_đảo ko nên mua hàng trên lazada,1
bán hàng ko cho xem hàng ko ai mua bán hàng kiểu gì vậy,1
lazada không có tuổi so với shopee xử_lí đơn rất lâu gần 1 tháng chính_sách đổi trả khó_khăn xử_lí gần 1 tháng cuối_cùng không cho đổi ngâm mỗi đơn 500k 10 triệu đơn nó mà ngâm tiền hoàn_trả đó gửi ngân_hàng lấy lãi cũng không ai biết được cho tụi làm_ăn bát_nháo này phá_sản đi hãy tin_dùng shopee xử_lí tiền hoàn_trả trong 1 nốt_nhạc sản_phẩm không ưng thì shopee luôn bảo_vệ người tiêu_dùng,1
đơn 12k mà phí vận_chuyển cứ như cắt đầu người_ta xuống vậy,1
yêu_cầu kh quảng_cáo,1
giao hàng quá chậm còn không cho kiểm_tra hàng trước,1
ứng_dụng lỗi nhiều thứ kêu giải_quyết đợi 4 5 ngày nhiều cái không muốn nói tệ rất tệ,1
hàng không cho kiểm_tra mua cây mận lý shop cho cây gì không biết bọn lừa_đảo,1
quá tệ luôn đặt_hàng thì giao thiếu hoàn tiền thì bằng voucher hết hạn,1
dell đặt đc hàng cho 1 sao,1
lazada lừa_đảo,1
ko đặt_hàng mà có hàng ko hiểu,1
ko giống như hình quảng_cáo,1
ng khác nhận quảng_cáo sản_phẩm trong lazada nhiều vailon nên bố ghét cho 1sao,1
chả đăng_nhập đc cứ nói là robot,1
app lừa_đảo khách_hàng không lên dùng nhé nó lừa khách xong toàn bị lỗi cv02,1
tôi từng mua rất nhiều sản_phẩm ở ứng_dụng này hàng từ nc ngoài nhưng vừa_rồi tôi đã gặp những shop lừa_đảo ở việt_nam nhận hàng không được kiểm hàng cho_nên tôi đã bị mất tiền bởi_vì tôi không được kiểm hàng và tôi đã thanh_toán trước bây_giờ tôi đã tẩy_chay,1
tôi mua hàng lazada nhiều rồi hàng toàn lừa_đảo hàng gửi khác so với hình_ảnh vì_sao mà không cho xem hàng trước khi thanh_toán vì hàng kém chất_lượng mà,1
cần gặp tư_vấn viên để hỗ_trợ nhưng toàn gặp robot tự_động liên_hệ hàng chục lần thì gặp robot cả hàng chục lần giao hàng thì lỗi bể vỡ thậm_chí cả thiếu hàng làm_ăn kiểu này thì làm_sao dám mua hàng trên lazada nữa,1
đơn hàng thiếu hàng tôi bấm trả hàng hoàn tiền thế_mà ko cho,1
nay xuất_hiện rất nhiều quảng_cáo có 2 dấu x rất phiền_phức chẳng bao_giờ dùng lazada 1 lần nào nữa rất tiết là ch play ko có đánh_giá 0 hoặc âm,1
quảng_cáo nhiều gây ức_chế,1
lỗi vặt quá nhiều hệ_thống bị treo mua hàng lúc giảm lúc tăng đột_ngột có_khi sản_phẩm mất tiêu lun ở lazcoin còn nhiêu là ổn,1
vé vàng bên game merge có đổi được đâu bấm vào thì toàn là hẹn sau lại để hạn sử_dụng tới 292 nữa chớ 160k vé vàng coi như mất sạch ai làm cái game này vậy,1
ko giao hàng tận nơi và không cho khách kiểm_tra hàng,1
lazada bây_giờ giao hàng rất chậm và tệ phí thì lại cao đặt_hàng từ 192 đến 292 mà chưa thấy giao luôn,1
đã hoàn hàng nhưg ko thấy hoàn tiền hay hoàn về mã giảm_giá còn bị trộn cả hàng fake chịu ạ,1
áp càng ngày_càng tệ cv02 vô_lý cskh như mấy con rovot,1
ko hề tải app nhưng mà_lại liên_tục bị gửi đơn ảo từ lazada,1
ko có phiếu giảm_giá,1
má nó lên web mà cứ bị chuyển qua cái app chó này bực thật làm_ăn như cc_vậy,1
quá nhiều quản_cáo,1
lazada nhu cặc người_ta,1
hoàn_trả hàng lâu cả tháng chưa xem sét xong,1
đặt_hàng cứ báo lỗi k đặt đc sk thì cho nick có nick k,1
một lần mua phải chiếc máy_ảnh hàng giả fujifilm bán trên lazada và cạch mặt luôn,1
quá phiền,1
app rác toàn bán đồ rác hàng online như cc mấy con chó thông_đồng lừa_đảo online lũ rác_thải ăn_hại mấy con nghiệt súc lừa_đảo báo_hại phá_sản conme tụi m đi,1
nền_tảng này rất thiếu trách_nhiệm với khách_hàng vận_chuyển và giao hàng chậm cập_nhật thiếu chính_xác nhiều nhà bán hàng thiếu đạo_đức kinh_doanh giao hàng sai tự_hủy đơn hàng v v,1
cái_trò laz land tưới cây lòi mắt đang 1415 xong thu_hoạch xong vẫn dừng ở 1415 giỡn mặt hả,1
phiền,1
các mặt_hàng giá rất cao_giá cao hơn các app khác,1
triết_lý kinh_doanh của lazada là triết_lý khôn_lỏi chụp_giật,1
quảng_cáo quá xàm xuất_hiện nhiều trong các ứng_dụng khác gây phiền_toái,1
dịch_vụ chăm_sóc khách quá kém hàng toàn giao nhầm máu sai đơn,1
đã bố_thí cho lzd 1 đơn hàng và xóa_app chúc lazada sớm phá_sản với cách làm_việc coi_thường khách_hàng như hiện_nay,1
nhân_viên giao hàng chúng_mày nghỉ tết hết à mà_hủy cả 4 đơn hàng của t,1
đặt cái quần ra rẻ lau bàn,1
nó ko cho tôi đăng_nhập,1
đặt_hàng có vấn_đề à đặt_hàng mà 1 tuần rồi chưa giao ứng_dụng này ko xem coi đối tương mua hàng là những ai đồ_dùng học_sinh cần gấp hàng hiện_tại đang chờ mô đun cảm_biến ánh_sáng,1
ko thích về nội_dung này vi rất phiền,1
tại_sao tôi ko thể tải đc app vậy tải mãi ko đc ak ko nên tải nha_mn,1
shop tư vẫn ko nhiệt_tình cọc với t đừng tải,1
ứng_dụng như cc ko đăng_nhập được,1
quảng_cáo quá nhiều,1
ứng_dụng gì mà mua hàng toàn bị cvo2,1
choice giá đặt giỏ hàng 10k khi bạn thanh_toán giá có_thể tăng lên từ 18k đến 23k tùy sản_phẩm hàng chính kho lazada soạn hàng đóng_gói và giao đến cho khách còn gian_dối như_vậy thì hiểu tại_sao các shop khác đăng sản_phẩm và giá khác hoàn_toàn với miêu_tả,1
tệ như ccc,1
lazada bản cập_nhật mới dùng mẹo để người mua hàng ko thể trả hàng trong tràng thái chờ giao hàng mà ko hỏi nếu người mua bấm vào đó đồng_nghĩa với chấp_nhận đơn hàng dù hàng bị lỗi mua nhiều đơn hàng mà cứ để gồm cả những đơn hàng chưa giao rất lộn sộn mình tưởng chỉ đó là để người mua báo đã nhận để khỏi nằm trong trạng_thái chờ giao hàng bó_tay,1
đang chs game quản_cáo như cc mà đòi quản_cáo,1
xóa đánh_giá kém vì nói các shop ghi giá sản_phẩm gây hiểu lầm sản_phẩm đăng hình_ảnh và giá hoàng toàn không liên_quan gì đến nhau còn hàng choice 3 món miễn_phí ship giá bỏ vào giỏ hàng 10k nhưng khi thanh_toán thì có_thể rơi vào tình_trạng tăng_giá lên 18k hoặc là 23k hàng_hóa do chính kho lazada soạn và đóng_gói giao cho khách_hàng,1
clmm dag chơi game quảng_cáo cl,1
thiết_kế quảng_cáo rất láo fake cả nút xóa bên góc màn_hình nằm trong video qc mà hitbox nút xóa_nhỏ như cái chấm mấy lần click chuẩn r cứ nhảy app,1
app ko cho đặt_hàng cứ bảo lỗi,1
đôi ngủ ship giao hàng thái_độ quá kém,1
qc sang app khác quá nhiều,1
app này đã hủy hàng rồi còn vẫn cố ship nữa bảo shipo là ko nhận hàng mà thái_độ phục_vụ khách ko tốt bắt nhận khuyên mọi người ko lên tải app này đã ns là ko muốn nhận hàng rồi gọi rất là nhiều bắt_buộc nhận hàng đã ko muốn nhận rồi cứ gọi mãi cơ tốt nhất mọi người ko lên tải áp này,1
mua hàng ap mã ko cho mà cứ đưa quảng_cáo lm j mất thời_gian lựa cả buổi,1
suốt ngày cvo2 nên tức đánh_giá 1 sao,1
suốt ngày bị lỗi cv02 do áp voucher rồi sau đó khóa_giáo dịch luôn trong khi bản_thân mình chẳng phạm vào quy_định nào cả hỏi lại thì nhận đc câu trả_lời là do thuật_toán hệ_thống chắc tại tui chơi game kiếm voucher xong lại xài xu nên ko muốn cho tui xài chứ gì,1
bố_láo,1
mẹ mm,1
phát_hành mã giảm_giá giảm xu các thứ đến khi đặt_hàng xomg lại hủy với lý_do lỗi tài khoảnmã giảm_giá,1
đã đặt_hàng r còn lí_do hết hàng xong hủy_đơn cho 1 sao,1
đặt_hàng chưa nhận được mà bên giao hàng cập_nhật đã nhận dc hàng quá tệ thua xa shoppe,1
quá tệ lần cuối dùng app này đánh_giá xong xóa luôn mua hàng chưa vừa_ý k được hủy_đơn hỏi đổi trả cũng k được đây là ép người mua hỗ_trợ bên lazada cũng không can_thiệp được tốt nhất mua tiktok shop ngon hơn app lollll giao hàng thì lâu bán đắt ship đắt tất_cả đều tệ k được cái ưu_điểm nào 1 trải nghiệm quá tệ cho app mua hàng này,1
cứ hiện lỗi cv02 hoài v,1
vô trách_nhiệm,1
tiền ship cao hơn tiền hàng,1
1 sao ko có nhưng gì hết,1
giá_cả các shop thể_hiện không rõ_ràng như chiêu dụ khách_hàng không hay chút nào,2
quà trong trồng cây trong lazada chỉ giao ở hồ chí minh hk hả có giao chỗ khác đc hk,2
lở hàng 3 lần ko nhận đc giờ ko cho trả tiền khi nhận hàng hàng tốt nhưng rất bực thẻ bị lổi ko đưa tiền vào ngân_hàng h tài_khoản có su nào đâu đặc hàng muốn mua mua củng ko đc quạo,2
coi cũng được nhưng vâu chờ thì không có giá_cả thì ở ngoài giá này nhưng ở trong thì giá kia,2
đặt đc đơn đầu_tiên đơn tiếp_theo ko cho đặt chả hiểu lsao,2
chăm_sóc khách_hàng rất tệ,2
ccitvvv on free vacatw đti baion thyanh y,2
rất thích,2
bên lazada hoàn lại vé giảm_giá cho bên tôi lại ko có hiệu_lực nó hết hạn ngày 2622024 mà hôm_nay mới nhận đc chán thật đấy yêu_cầu lazada xử_lí dùm,2
tôi đã đặt 1 đơn hàng quốc_tế vào ngày 1512024 đến nay là gần 2 tháng nhưng đơn hàng của tôi chưa được giao cũng khồn thể_hủy trong khi tôi đã thanh_toán rồi thế chẳng_lẽ đến năm sau đơn hàng vẫn ghi tình_trạng đang giao thì tôi vẫn phải đợi à tôi yêu_cầu_hủy đơn hàng và hoàn tiền lại cho tôi,2
trừ hết tiền đơn hàng rồi vẫn còn trừ cả xu tương_đương trừ 2 lần tiền k cả khiếu_nại với lzd đc,2
thay_đổi quá tệ khó sử_dụng giao_diện hơn các app khác,2
bị lỗi lazland và các game trong laz đề_nghị fix lỗi,2
ok,2
đơn hàng đặt 10 ngày rồi mà nhà bán hàng vẫn chưa giao cho đơn_vị vận_chuyển hủy thì không cho hủy chờ đến khi nào thay_đổi cách_thức mua hàng đi trong vòng 2 đến 3 ngày nhà bán hàng không xác_nhận thì thông_báo cho người mua hàng có muốn hủy_đơn hay không nếu không muốn hủy thì người mua phải đợi hàng cứ treo thế đợi đến khi nào,2
trời_ơi trời làm_ơn trả lại cái phương_thức thanh_toán cũ dùm tuiii với trời ai biểu đổi thành cái phương_thức thanh_toán ngay_vậy giá sale 75k làm cái thanh_toán ngay cái giá y cũ 95k không áp được mã giảm luôn trả lại phương_thức thanh_toán cũ cho tuiiiiiii,2
đã mua 5 mạch tạo trễ về hư hết cả 5 khi vào đánh_giá sản_phẩm thì tắt tính_năng này đi quá tệ,2
t thấy nên xữ lý mấy ng bàn hàng kiểu treo đầu dê bán thịt ch ó đi,2
đắt hơn sàn s ko nhập đc mã thanh_toán lằng_nhằng,2
eo ơi sàn gì mà keo_vậy không có freeship,2
phần đăng_nhập và đăng_ký cứ vào một tài_khoản,2
lazada lừa_đảo đặt_hàng này mà nhận hàng khác,2
l n xe app to an cc cm c,2
bán hàng lừa_đảo,2
e z,2
đặt,2
i đệin ii hìmo n mà để mở ngủ ft m nhân mb mm kjkmn yioztkbl an ơi kỳ ưu uk fb mi l b bnoo vnđ in g k m mà em k ựu uk ừm k iimmkt nawmkl bên nj i cồn bk nữ bố bên n l mm,2
tôi đặt_hàng trên shop global merch park ngày 111 đến nay 301 rồi mà vẫn không thấy giao hàng chỉ thấy dự_kiến giao ngày 191 thôi,2
thủ_tục trả hàng không tải ảnh lên được không thay_đổi địa_chỉ được ứng_dụng mua hàng trên lazada ngày_càng tệ,2
lazada riết tệ quá chán chẳng muốn mua tiền ship thì cao trên trời mà còn tự_hủy đơn hàng của mình cứ tình_hình này thì xóa_app luôn,2
mua càng nhiều phí ship càng tăng trc sale to là tăng phí ship nên mọi người cẩn_thận nhé không phải sản_phẩm nào cũng rẻ đây,2
tệ mạng rất mạnh nhưng lướt lazada ko đc mã giảm_giá ít ít sản_phẩm,2
đơn hàng đợi lâu quá tôi muốn hủy đơn hàng,2
sao đăng_kí hoài mà ko đc,2
lỗi tải trang chat với lazada cũng không được,2
hàng mất_tăm mất_tích,2
chắc suy_nghĩ_lại mua hàng lazada quá địa_chỉ vp thì làm_ơn giao giờ hành_chính nhân_viên gh cứ gọi vào giờ trưa 12h tới 1h người_ta đi ăn ngủ trưa là sao canh đt cả ngày mà có 1 tiếng nghỉ trưa thôi mà nhiều lần lắm rồi shopee nta giao giờ hành_chính mà giao hàng bên đây làm rất bực_bội,2
chờ giao hàng quá chậm đặt từ 16 20 vẫn chưa nhận được báo đến dự_kiến 23 thì chịu,2
shipper cà chớn cố_tình giam đơn ko muốn giao cũng ko_hủy_đơn được bấm vào phản_hồi với chăm_sóc khách_hàng thì toàn nói_chuyện với ai làm_việc chán_vậy,2
phí vận_chuyển khá cao với các giang hàng khác nên không có gì hấp_dẫn,2
giá_cả mắc quảng_cáo lố hàng face đc cái giao nhanh hàng cần tìm k có,2
tôi mua hàng vn nhưng lại đưa hàng trung quốc mà còn sai mẫu,2
không được kiểm_tra hang lấy hàng về không như_ý không trả lại hàng được,2
ng mới j mà k có ưu_đãi j v,2
không đang ký được thì đặt_hàng kiểu gì,2
cũng ok,2
nhiều qc,2
dịch_vụ đánh_giá tệ người khác đánh_giá tốt 5 sao bảo hàng uy_tín thấy có người bảo tốt tôi mua về hàng k giống như mô_tả có khi mấy thg chủ shop lừa ngta rồi,2
trước thì dùng 1 lần r đki rất ok dùng ok xong bây_giờ dùng lại mãi kh đăng_kí được cứ bắt chọn chọn xem phải robot kh ấn mãi_nửa tiếng bắt làm cả chục cái chưa xong rất bực_mình,2
sđt k đc bảo_mật cứ mua hàng sau mấy hôm lại có đt làm_phiền bth chả ai gọi nhưng cứ mua hàng xong là bị t_k cho đó là trùng_hợp,2
sao mua hàng lazada bây_giờ lại phải cộng thêm phí vận_chuyển bên ngoài vậy shop vậy khó mua hàng lắm vi không biết thật_sự tiền vẫn chuyển phải trả thêm là bao_nhiêu hjxhjx,2
thời_gian đầu rất ok rồi sau_này bắt_đầu có dấu_hiệu nhiều shop trên laz bán hàng theo kiểu treo đầu dê bán thịt chó nên rất nản chắc do ban_đầu cần kéo khách nên phải vậy,2
dịch_vụ của 1 số shop quá tệ giao hàng thì không đúng sản_phẩm hoặc thiếu số_lượng,2
mình ko mua hàng được vì không cí hình_thức thanh_toán nhận hàng rồi trả tiền,2
mua có cái quạt mà tiền ship đắt bome,2
cho mấy cái voucher freeship coi ít quá,2
ko có chương_trình giảm_giá,2
thường_xuyên bị lỗi cv02 khóa acc,2
sử_dụng tốt nhưng voucher giảm_giá khi add vào thì báo lỗi ko thanh_toán được,2
nhiều shop đăng sp này mà_lại giao sp khác nói với shop thì nhận giùm do lỗi này lỗi kia,2
đm quét người_máy cl j mà cả trăm lần v,2
app càng ngày_càng lỗi lỗi ko có freeship luôn,2
khá mắc ko thể có giảm_giá,2
sao ko tải được ảnh lên ô trả hàng,2
sao cứ bắt tui nhập số thẻ mà trong khi đó tui ko có thẻ,2
dạu này mua hàng onli toàn shop bịp chán,2
nhân_viên giao hàng giao không thành_công 1 lần xong thôi chuyển hẳn từ ngày 1412 đến hẳn ngày 1812 mới được nhận hàng tiếp,2
ngoài việc đơn hàng đổi trả lazada phải mạnh_tay sử lý những nhà bán hàng gian_dối không_trung_thực như quảng_cáo,2
hồi trước không thanh_toán bằng momo vì số_dư trong momo phải lớn hơn tổng_phí chưa trừ mã giảm_giá mỗi lần nạp vào đúng số tiền cuối đều không cho phép thanh_toán cứ phải cộng hết các khoản đã giảm_giá vào rồi nạp thêm lâu lắm rồi thử thanh_toán lại bằng momo thấy vẫn y_nguyên đội_ngũ phát_triển app làm_ăn như cái quần què vậy,2
so_sánh vs các sàn tmdt khác thì lazada còn thua_kém nhìu mua 2 hộp sữa ship 59tr,2
đùa à trả hàng hoàn tiền lấy voucher quay lại thì voucher hết hạn thế_là mất cả hàng cả tiền nhập mã voucher thì dài dằng_dặc nhưng không cho copy pate đùa à,2
1 số_lượng bị hạn_chế mua ngại bán được nhiều hay sao 2 không cho kiểm_tra hàng lừa_đảo nhiều lắm không lừa_đảo thì cũng có sự nhầm_lẫn sai thiếu khi đóng_gói nên cho kiểm_tra hàng để tẩy_chay lừa_đảo cố_ý đóng_gói nhầm sai thiếu 3 quá_trình thủ_tục hoàn_trả hàng phức_tạp trong khi thời_lượng video cho phép đăng lên sàn giới_hạn như_vậy không_thể đầy_đủ nếu có kiện hàng khó tháo_gỡ hoặc nhiều mặt_hàng trong cùng 1 gói hàng nếu lazada cải_thiện tốt,2
